BBL,Borough,Block,Lot,Name of Plan,Date Adopted,Status,Expiration,Last Updated,Disposition,Filterable Disposition,Source,Justification for Inclusion
1001000008,1,100,8,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000009,1,100,9,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000023,1,100,23,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000024,1,100,24,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000025,1,100,25,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000026,1,100,26,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001000027,1,100,27,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001007502,1,100,7502,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,Manual,New Lot Number Given
1001010003,1,101,3,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010004,1,101,4,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010005,1,101,5,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010006,1,101,6,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010007,1,101,7,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010008,1,101,8,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010009,1,101,9,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010010,1,101,10,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010011,1,101,11,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010012,1,101,12,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010013,1,101,13,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010014,1,101,14,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010016,1,101,16,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010017,1,101,17,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010018,1,101,18,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010019,1,101,19,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010021,1,101,21,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010022,1,101,22,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010023,1,101,23,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010024,1,101,24,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1001010026,1,101,26,Brooklyn Bridge Southwest,1964,Expired,2004,1995,"institutional: college and university facilities (including classrooms, athletic facilities, dorms), hospital facilities, research and office facilities",,HPD,
1018840036,1,1884,36,Cathedral Parkway,1968,Expired,2008,2004,public & semi public,,HPD,
1018640009,1,1864,9,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630005,1,1863,5,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018630010,1,1863,10,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018630013,1,1863,13,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018630017,1,1863,17,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018630026,1,1863,26,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018460006,1,1846,6,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460010,1,1846,10,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460012,1,1846,12,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460018,1,1846,18,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460019,1,1846,19,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460020,1,1846,20,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460021,1,1846,21,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460022,1,1846,22,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460024,1,1846,24,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460025,1,1846,25,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460018,1,1846,18,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460036,1,1846,36,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460057,1,1846,57,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018460030,1,1846,30,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018467501,1,1846,7501,Cathedral Parkway,1968,Expired,2008,2004,residential,,Manual,Lot Merger
1018457501,1,1845,7501,Cathedral Parkway,1968,Expired,2008,2004,residential,,Manual,Inclusion based on Atlas Boundaries
1018450040,1,1845,40,Cathedral Parkway,1968,Expired,2008,2004,residential,,Manual,Inclusion based on Atlas Boundaries
1018450050,1,1845,50,Cathedral Parkway,1968,Expired,2008,2004,residential,,Manual,Inclusion based on Atlas Boundaries
1018630029,1,1863,29,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630030,1,1863,30,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630031,1,1863,31,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630032,1,1863,32,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630033,1,1863,33,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630034,1,1863,34,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630035,1,1863,35,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630036,1,1863,36,Cathedral Parkway,1968,Expired,2008,2004,commercial/residential,,HPD,
1018630037,1,1863,37,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630038,1,1863,38,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630039,1,1863,39,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630041,1,1863,41,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630042,1,1863,42,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630043,1,1863,43,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630043,1,1863,43,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018630044,1,1863,44,Cathedral Parkway,1968,Expired,2008,2004,residential,,HPD,
1018800053,1,1880,53,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018800055,1,1880,55,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018800056,1,1880,56,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1018800061,1,1880,61,Cathedral Parkway,1968,Expired,2008,2004,"commercial, resdiential and/or public open space",,HPD,
1017260017,1,1726,17,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260018,1,1726,18,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260019,1,1726,19,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260021,1,1726,21,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260024,1,1726,24,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260124,1,1726,124,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260025,1,1726,25,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1017260026,1,1726,26,Central Harlem East,1983,Active,2023,1983,no other land uses except residential and accessory uses shall be permitted (in compliance with R7-2 General Residence District guidelines),,HPD,
1010840009,1,1084,9,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840017,1,1084,17,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840023,1,1084,23,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840029,1,1084,29,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840036,1,1084,36,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840038,1,1084,38,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840039,1,1084,39,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010840025,1,1084,25,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010830001,1,1083,1,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830009,1,1083,9,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830053,1,1083,53,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830055,1,1083,55,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830056,1,1083,56,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830057,1,1083,57,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830161,1,1083,161,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830061,1,1083,61,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830064,1,1083,64,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830015,1,1083,15,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830036,1,1083,36,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830040,1,1083,40,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830027,1,1083,27,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830028,1,1083,28,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830129,1,1083,129,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830029,1,1083,29,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830031,1,1083,31,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010830035,1,1083,35,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Inclusion based on Atlas Boundaries
1010830037,1,1083,37,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Inclusion based on Atlas Boundaries
1010820001,1,1082,1,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820056,1,1082,56,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820057,1,1082,57,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820058,1,1082,58,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820059,1,1082,59,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820060,1,1082,60,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010820079,1,1082,79,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010827501,1,1082,7501,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lots 56-60 Merged into New Lot
1010810001,1,1081,1,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810002,1,1081,2,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810102,1,1081,102,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810005,1,1081,5,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810011,1,1081,11,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810012,1,1081,12,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810013,1,1081,13,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810014,1,1081,14,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810015,1,1081,15,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810050,1,1081,50,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810054,1,1081,54,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810055,1,1081,55,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810056,1,1081,56,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810058,1,1081,58,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810059,1,1081,59,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810060,1,1081,60,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810160,1,1081,160,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810061,1,1081,61,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810006,1,1081,6,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810010,1,1081,10,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810027,1,1081,27,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810028,1,1081,28,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810128,1,1081,128,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810129,1,1081,129,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810029,1,1081,29,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810030,1,1081,30,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810031,1,1081,31,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810032,1,1081,32,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810033,1,1081,33,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810136,1,1081,136,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810037,1,1081,37,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810038,1,1081,38,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810139,1,1081,139,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010810039,1,1081,39,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010817502,1,1081,7502,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010810101,1,1081,101,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010817503,1,1081,7503,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010810026,1,1081,26,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010800001,1,1080,1,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800002,1,1080,2,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800003,1,1080,3,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800005,1,1080,5,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800006,1,1080,6,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800007,1,1080,7,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800056,1,1080,56,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800057,1,1080,57,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800058,1,1080,58,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800060,1,1080,60,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800061,1,1080,61,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800004,1,1080,4,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800013,1,1080,13,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800014,1,1080,14,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800015,1,1080,15,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800016,1,1080,16,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800017,1,1080,17,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800018,1,1080,18,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800019,1,1080,19,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800020,1,1080,20,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800021,1,1080,21,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800022,1,1080,22,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800023,1,1080,23,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800043,1,1080,43,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800044,1,1080,44,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800045,1,1080,45,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800051,1,1080,51,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800024,1,1080,24,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800028,1,1080,28,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800029,1,1080,29,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800030,1,1080,30,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800031,1,1080,31,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800032,1,1080,32,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800033,1,1080,33,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010800034,1,1080,34,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010807501,1,1080,7501,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010800010,1,1080,10,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010800103,1,1080,103,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010800105,1,1080,105,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,Manual,Lot Merger
1010800035,1,1080,35,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010790008,1,1079,8,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010790029,1,1079,29,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010790034,1,1079,34,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010790035,1,1079,35,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010790036,1,1079,36,Clinton,1969,Expired,2009,2002,"Residential, Community Facility, Public Utility",,HPD,
1010490001,1,1049,1,Columbus Circle,1953,Expired,1993,1988,"Residential, Commercial",,Manual,Inclusion based on Atlas Boundaries
1010497501,1,1049,7501,Columbus Circle,1953,Expired,1993,1988,"Residential, Commercial",,Manual,Inclusion based on Atlas Boundaries
1010490029,1,1049,29,Columbus Circle,1953,Expired,1993,1988,"Residential, Commercial",,HPD,
1004270030,1,427,30,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,HPD,
1004270001,1,427,1,Cooper Square,1970,Expired,2010,2001,residential,,HPD,
1004270006,1,427,6,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270007,1,427,7,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270008,1,427,8,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270009,1,427,9,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270010,1,427,10,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270011,1,427,11,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270012,1,427,12,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270013,1,427,13,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270014,1,427,14,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004270002,1,427,2,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004270200,1,427,200,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004277501,1,427,7501,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004277502,1,427,7502,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004277503,1,427,7503,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004277504,1,427,7504,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004277505,1,427,7505,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004560001,1,456,1,Cooper Square,1970,Expired,2010,2001,residential and commercial,,HPD,
1004560007,1,456,7,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004560027,1,456,27,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004560029,1,456,29,Cooper Square,1970,Expired,2010,2001,residential and commercial,,Manual,Inclusion based on Atlas Boundaries
1004570028,1,457,28,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,HPD,
1004570005,1,457,5,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004570001,1,457,1,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004577501,1,457,7501,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004570128,1,457,128,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004570029,1,457,29,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004570030,1,457,30,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
1004570032,1,457,32,Cooper Square,1970,Expired,2010,2001,"new housing, rehabilitate housing, remove blight, provide appropriate community facilities, parks and recreational, shopping, parking, open space",,Manual,Inclusion based on Atlas Boundaries
